Rank,Score,Title,Date,Views,Transcript,Category,URL,TranscriptSource
B,53.0,Palantir CEO Alex Karp on Emancipating Industry Data,2021-04-19,70840,有,,https://www.youtube.com/watch?v=OZUzqQrfs5k,youtube
B,37.0,"Interview Series: Palantir CEO Alex Karp on Data Protection, AI, and Digital Sovereignty",2022-03-14,12554,无,其他,https://www.youtube.com/watch?v=wheVmu7NwnM,youtube
B,55.0,Network Health Management with AIP | CPKC Rail at AIPCon,2023-09-25,4434,有,,https://www.youtube.com/watch?v=e_h8CiqHJkQ,whisper
B,52.0,Palantir Using Palantir | A Conversation with CIO Jim Siders,2024-07-12,17675,有,,https://www.youtube.com/watch?v=5gCwt351nQQ,whisper
B,63.0,Palantir Foundry for Anti-Money Laundering,2021-05-24,23846,有,,https://www.youtube.com/watch?v=9o_rEwKZDF8,youtube
B,58.0,Palantir and the NHS | UK Stories,2026-01-30,6437,有,,https://www.youtube.com/watch?v=NANvLfyDQBI,youtube
B,64.0,The Future of Aircraft Maintenance | United Airlines at AIPCon 4,2024-06-11,6143,有,,https://www.youtube.com/watch?v=51OH0x8ZPYQ,whisper
B,37.0,Palantir: Remember When,2019-12-13,9614,无,其他,https://www.youtube.com/watch?v=bWRdATJIq3M,youtube
B,37.0,Palantir for Ferrari: Partners in Ultimate Performance,2023-10-24,18525,无,其他,https://www.youtube.com/watch?v=NEg68khgkZQ,youtube
B,45.0,Palantir CEO Alex Karp at the Baltic Miltech Summit 2023,2023-04-27,22634,有,,https://www.youtube.com/watch?v=A1RWYAnKuy0,whisper
B,55.0,Palantir and SOMPO | Driving Social Change,2021-10-07,18701,有,,https://www.youtube.com/watch?v=mSi_gHw0bXo,youtube
B,53.0,Palantir CEO Alex Karp on Creating AI Advantage for the West | CNBC,2023-04-13,53744,有,,https://www.youtube.com/watch?v=c21HmgqyMG4,whisper
B,55.0,AIP in Action | Palantir's Ted Mabrey at AIPCon,2023-09-20,8566,有,,https://www.youtube.com/watch?v=PWlk_f_hfcc,whisper
A,76.0,Chad & Arnav | Privacy & Security with Palantir AIP,2025-07-21,4485,有,,https://www.youtube.com/watch?v=pGBkkZFqLn4,youtube
B,45.0,Interview Series: CEO Alex Karp on Palantir in Germany,2022-02-16,49210,有,,https://www.youtube.com/watch?v=FNrOWWSbz3A,youtube
B,58.0,Meet the Fellows | Meritocracy Fellowship 1.0,2025-11-10,6017,有,,https://www.youtube.com/watch?v=z5mfjRy3i_Q,youtube
A,76.0,Chad Interviews Tristan | How Palantir Powers Operations Across Utilities and Construction,2025-01-10,3569,有,,https://www.youtube.com/watch?v=A6ezkbF0fGs,whisper
A,70.0,Classifying Data with LLMs | Aramark at AIPCon 5,2024-09-25,2464,有,,https://www.youtube.com/watch?v=GFYdOaaqAGw,whisper
B,54.0,Palantir CTO Shyam Sankar on TITAN Win | CNBC 2023,2024-03-26,20032,有,,https://www.youtube.com/watch?v=ERnyeyps8RM,whisper
A,71.0,Palantir AIP Capabilities Demonstration | CTO Shyam Sankar at AIPCon,2023-06-05,65188,有,,https://www.youtube.com/watch?v=akieze8_tSE,whisper
B,64.0,Backstage Pass ft. Amit Kukreja & Chad Wahlquist | AIPCon 4,2024-06-10,2194,有,,https://www.youtube.com/watch?v=OxVlwmhE7ZE,whisper
B,55.0,"People, Process, and Infrastructure | PG&E + Palantir",2023-02-07,3298,有,,https://www.youtube.com/watch?v=dwwhy_N8vSE,whisper
B,55.0,Palantir and Jacobs | Optimizing Plant Operations at Scale,2022-11-18,7672,有,,https://www.youtube.com/watch?v=eg4eIhxdJAk,whisper
B,55.0,Moving Beyond Fragmentation | Swiss Re + Palantir,2022-11-22,2942,有,,https://www.youtube.com/watch?v=EMSZe6T8SGk,whisper
A,76.0,Chad Interviews Francisco | How Palantir Powers Supply Chain Operations,2025-01-24,6277,有,,https://www.youtube.com/watch?v=R3al0e3f-Do,whisper
B,37.0,"Newsha Ghaeli, Biobot Analytics | Software for Government Summit",2023-10-11,1504,无,其他,https://www.youtube.com/watch?v=FFZE6SxfeG4,youtube
B,64.0,"Then, Now, Future | Jacobs at AIPCon 4",2024-06-12,2448,有,,https://www.youtube.com/watch?v=2H2N-rG4R5g,whisper
B,37.0,Palantir CEO Alex Karp on Building Software for Uncertainty,2022-05-11,15776,无,其他,https://www.youtube.com/watch?v=_KuQY1WDs4s,youtube
B,64.0,Launching AIP for Public Safety Power Shutoff | PG&E + Palantir,2024-04-22,4370,有,,https://www.youtube.com/watch?v=o3Vg_WcCpRE,whisper
B,52.0,Nebraska Medicine | Prix 2024,2024-12-09,1161,有,,https://www.youtube.com/watch?v=Ojw36MpvOzY,whisper
B,58.0,Meet Our College Dropouts | Apply to Palantir,2025-04-01,11420,有,,https://www.youtube.com/watch?v=ti8R84-7N5k,whisper
B,52.0,Physna | Prix 2024,2024-12-09,873,有,,https://www.youtube.com/watch?v=r5eJxzooKC8,whisper
B,55.0,Palantir Apollo for Market Access | Cisco at AIPCon,2023-06-09,9592,有,,https://www.youtube.com/watch?v=od8-hB-OBJQ,whisper
B,55.0,Palantir and Sonnedix | Digitizing the Renewables Future,2023-01-17,11292,有,,https://www.youtube.com/watch?v=SIcModuhHJY,whisper
B,37.0,"DJ Angelini, Palantir | Software for Government 2023",2023-10-02,2571,无,其他,https://www.youtube.com/watch?v=4Gr8n7Jl08k,youtube
B,55.0,Palantir FoundryCon LDN | Keynote Highlights,2022-11-07,9748,有,,https://www.youtube.com/watch?v=p_k6tRSf1ts,whisper
A,70.0,Driving Digital Transformation with Democratized Foundry Use | Lear at AIPCon 5,2024-09-24,2088,有,,https://www.youtube.com/watch?v=HNe4S0h3oKM,whisper
B,55.0,Foundry Tech Playlist | Data Integration Series [Part 4],2022-04-28,8335,有,,https://www.youtube.com/watch?v=wuaQkWHJqb0,youtube
A,70.0,Think Tank | AI for Hospitals,2024-10-16,8651,有,,https://www.youtube.com/watch?v=0XZpVWnaS_A,whisper
A,71.0,Ontology: Your Business As Code | CTO Shyam Sankar,2023-02-07,53893,有,,https://www.youtube.com/watch?v=6AbhxD_8Wo0,whisper
B,55.0,AIP for Santa | Palantir Demo,2023-12-20,14868,有,,https://www.youtube.com/watch?v=4mvhhSP4t00,whisper
A,76.0,Enhancing Naval Reconnaissance | Saildrone at AIPCon 6,2025-03-18,1872,有,,https://www.youtube.com/watch?v=R1_nBKY8ySo,whisper
B,55.0,Partnership and Software Security | Morgan Stanley + Palantir,2022-10-31,4676,有,,https://www.youtube.com/watch?v=E6t_SzQUEzc,whisper
B,60.0,Palantir CEO Alex Karp and L3Harris CEO Chris Kubasik Talk New Partnership on CNBC,2024-10-29,41534,有,,https://www.youtube.com/watch?v=loUkPwrdA2Y,whisper
B,55.0,Palantir and Hence | Transforming the Knowledge Economy,2023-01-31,5836,有,,https://www.youtube.com/watch?v=2aCpwKyNkfs,whisper
B,45.0,Palantir for Financial Management,2021-09-17,23940,有,,https://www.youtube.com/watch?v=Gkz4J0vjxAQ,youtube
B,37.0,Data-Driven Cancer Research | National Cancer Institute + Palantir,2022-10-31,2444,无,其他,https://www.youtube.com/watch?v=GfbEbQNqDAc,youtube
A,70.0,Boots on the Ground | AIPCon 5,2024-09-20,6409,有,,https://www.youtube.com/watch?v=IfNjtzaAfCs,whisper
B,63.0,Palantir Pipeline Builder | The Next Generation of Data Integration,2022-08-18,26824,有,,https://www.youtube.com/watch?v=6_cyrBAf_dQ,youtube
B,61.0,Palantir CEO Alex Karp in conversation with CNBC's Wilfred Frost,2021-03-18,351221,有,,https://www.youtube.com/watch?v=kBlGMHiPf1U,youtube
B,37.0,Palantir for Supply Chain Resilience,2021-09-14,15274,无,其他,https://www.youtube.com/watch?v=fFVZoPWA1fw,youtube
B,46.0,Palantir Prix Lightning Talk | NYSE,2024-01-08,2400,有,,https://www.youtube.com/watch?v=07S9GJ6l0ME,whisper
A,79.0,Palantir Foundry 21 Launch | Demo Day,2021-06-03,131047,有,,https://www.youtube.com/watch?v=h4R1cOlJJ7o,youtube
A,70.0,Chad Interviews Matt | How Palantir Powers Fleet Ops,2024-12-18,3686,有,,https://www.youtube.com/watch?v=6Cf7R0fIIKY,whisper
B,37.0,"Lisa Hohman, Concordance Healthcare | Software for Government Summit",2023-10-10,1076,无,其他,https://www.youtube.com/watch?v=nTTu-68D9bk,youtube
B,37.0,A Holiday Message from Alex Karp and SOMPO Holdings CEO Kengo Sakurada,2021-12-23,12980,无,其他,https://www.youtube.com/watch?v=GCIoi3f0eeo,youtube
B,55.0,The Ontology: Scalable Oil & Gas Infrastructure,2022-12-09,16806,有,,https://www.youtube.com/watch?v=UVNAWRN1nCg,whisper
B,46.0,From Analog to Digital | Tyson Foods + Palantir,2022-11-21,11732,有,,https://www.youtube.com/watch?v=4ouje895qNc,whisper
B,55.0,FoundryCon US + LDN | Top Moments,2022-11-08,3499,有,,https://www.youtube.com/watch?v=LumD0jo_tBw,whisper
B,58.0,Palantir CEO Alex Karp on Why America Must Win the AI Race,2025-06-05,12255,有,,https://www.youtube.com/watch?v=i-SltDC_HeE,whisper
B,53.0,Interview Series: Palantir CEO Alex Karp shares his thoughts on…,2021-10-16,97725,有,,https://www.youtube.com/watch?v=phmJhHhNOUs,youtube
A,70.0,Accelerating Decision Making | National Geospatial-Intelligence Agency at AIPCon 5,2024-09-19,16214,有,,https://www.youtube.com/watch?v=XzKnUt6NAbw,whisper
B,37.0,Synchronizing Distributed Data | Palantir CEO Alex Karp and Peter Wilczynski,2022-11-10,18597,无,其他,https://www.youtube.com/watch?v=IX55r1WhUWM,youtube
B,37.0,Palantir CEO Alex Karp on Software Development as Art | American Swiss Foundation,2022-09-09,5366,无,其他,https://www.youtube.com/watch?v=uMOnjgDh3LU,youtube
A,76.0,Transforming Patient Journey | Nebraska Medicine at AIPCon 7,2025-06-10,4008,有,,https://www.youtube.com/watch?v=VM2XylCVYXI,youtube
B,37.0,How AI Can Support a Clean Energy Transition | Alex Karp at ADIPEC,2023-10-06,17831,无,其他,https://www.youtube.com/watch?v=jMOlBCHQcoI,youtube
B,45.0,An End of Year Message from Palantir CEO Alex Karp,2022-12-18,24742,有,,https://www.youtube.com/watch?v=D15CBOQLO-0,whisper
B,46.0,Purpose-Based Access Controls at Palantir (Part 1),2020-12-04,13358,有,,https://www.youtube.com/watch?v=7zqE8J4WKOU,whisper
B,37.0,Palantir FedStart - Providing Federal Market Access,2023-11-15,12309,无,其他,https://www.youtube.com/watch?v=NtyOdf6A0Rc,youtube
B,55.0,Building Resilience in Times of Crisis | Palantir at Enlit Europe,2023-02-06,4714,有,,https://www.youtube.com/watch?v=Fy6FkMYaZ28,whisper
B,37.0,CES 2023 | Automotive and Mobility,2023-01-13,3825,无,其他,https://www.youtube.com/watch?v=UbWKyMWlD6M,youtube
B,52.0,Nasdaq | Prix 2024,2024-12-09,3327,有,,https://www.youtube.com/watch?v=gQRQEGXyZEI,whisper
A,74.0,Palantir CEO Alex Karp Discusses The Technological Republic,2025-01-24,62362,有,,https://www.youtube.com/watch?v=YQpLq_59rCs,whisper
B,46.0,Palantir Prix Lightning Talk | Lowe’s,2024-01-08,4874,有,,https://www.youtube.com/watch?v=BaEqwobjYX0,whisper
B,55.0,Day Zero Partners | Building SaaS Offerings in Palantir Foundry,2021-11-12,11741,有,,https://www.youtube.com/watch?v=_IFy7j-E44U,youtube
B,45.0,Delivering Life-Saving Assistance with Data | Palantir and WFP,2021-08-02,21429,有,,https://www.youtube.com/watch?v=Iisb3OclVEQ,youtube
A,70.0,AI-Powered Intelligence with the Dynamic Risk Library | Crisis24 + Palantir,2024-07-31,18707,有,,https://www.youtube.com/watch?v=REpYvTS3QQA,whisper
A,74.0,Palantir CEO Alex Karp and TWG Global Co-Chairman Thomas Tull Talk New Partnership on CNBC,2025-05-06,69896,有,,https://www.youtube.com/watch?v=svDRof8ScmA,whisper
A,76.0,Palantir for Builders | European Cricket Network,2025-03-27,5511,有,,https://www.youtube.com/watch?v=OtSaPaJq3pI,whisper
A,76.0,Redefining Wealth Management | Citi Wealth at AIPCon 7,2025-06-10,13870,有,,https://www.youtube.com/watch?v=IZRCw5WnJm8,youtube
B,55.0,Powering Quality Journalism through Data Democratization | Palantir and Axel Springer,2022-10-18,5990,有,,https://www.youtube.com/watch?v=YcnA-kY9u9g,whisper
B,60.0,Palantir | Visual Navigation for Drones,2024-10-14,42660,有,,https://www.youtube.com/watch?v=Ha0KrXzI4SM,whisper
B,54.0,Palantir CEO Alex Karp speaks to CNBC's Andrew Ross Sorkin at WEF 2020,2020-01-30,24041,有,,https://www.youtube.com/watch?v=DXAnoIIhAog,whisper
B,52.0,Mark Bissell: “Growing up I didn’t fit the paradigmatic rebel-hacker Palantir engineer“,2024-08-28,2777,有,,https://www.youtube.com/watch?v=ZESDQjnmsQc,whisper
B,37.0,Behind the Scenes with Palantir & Fujitsu | WEF Davos 2022,2022-09-07,9836,无,其他,https://www.youtube.com/watch?v=nCgNuIP6Wpk,youtube
B,61.0,Palantir | Proud Partner to Leashes of Valor,2022-12-11,205295,有,,https://www.youtube.com/watch?v=no0jrsxoNcs,whisper
B,55.0,AIP Product Update | Palantir CTO Shyam Sankar at AIPCon,2023-09-18,13987,有,,https://www.youtube.com/watch?v=oW9svx4vT5g,whisper
B,60.0,Palantir CEO Alex Karp Opening Remarks | Prix 2024,2024-12-09,32245,有,,https://www.youtube.com/watch?v=3KumdFDL6jU,whisper
B,55.0,Transforming Custom Manufacturing | Integrity Tool & Mold + Palantir,2023-02-07,1952,有,,https://www.youtube.com/watch?v=3HSl8SWEiik,whisper
B,62.0,"Palantir CEO Alex Karp on Israel, AI and Outlook | CNBC at Davos 2024",2024-01-24,54857,有,,https://www.youtube.com/watch?v=QNkPpVYagRc,whisper
B,55.0,Palantir and Trafigura Launch Supply Chain Carbon Emissions Platform,2022-05-24,11599,有,,https://www.youtube.com/watch?v=XdVKgIcYFTM,youtube
B,58.0,The Technological Republic | Book Trailer,2025-01-22,9263,有,,https://www.youtube.com/watch?v=RZt1nThaSYo,whisper
B,37.0,"Dr. Dylan George, Centers for Disease Control | Software for Government Summit",2023-10-11,1442,无,其他,https://www.youtube.com/watch?v=90EKwyshBd4,youtube
B,37.0,Senator John Hickenlooper | Software for Government Summit 2023,2023-10-03,1352,无,其他,https://www.youtube.com/watch?v=WaylYkpP-Jw,youtube
B,37.0,Empowering Workers - Palantir on the Future of Work,2020-07-24,8319,无,其他,https://www.youtube.com/watch?v=rGTvf9eaZMg,youtube
B,55.0,Powering Vertical Takeoff | Lilium + Palantir,2022-11-22,19626,有,,https://www.youtube.com/watch?v=V2QLNnTnwTQ,whisper
B,37.0,FT Weekend 2022 | Palantir CEO Alex Karp on the NHS and Data-Driven Healthcare,2022-09-06,1916,无,其他,https://www.youtube.com/watch?v=5gBFDXUihgg,youtube
B,37.0,Palantir Q3 2021 Earnings Presentation,2022-02-17,2651,无,其他,https://www.youtube.com/watch?v=jtS6Dxi3c1A,youtube
A,76.0,The Next Generation of Care Coordination | TeleTracking at AIPCon 7,2025-06-10,2659,有,,https://www.youtube.com/watch?v=nJ62DUXS3kw,youtube
B,55.0,Palantir Foundry for Energy | Data-Driven Sustainability,2023-03-09,7680,有,,https://www.youtube.com/watch?v=NLQzUebEck8,whisper
A,76.0,Pre-Show | AIPCon 7,2025-06-25,1557,有,,https://www.youtube.com/watch?v=FO4gtugVyOU,youtube
A,84.0,Palantir CEO Alex Karp Opening Remarks | AIPCon 6,2025-03-18,20047,有,,https://www.youtube.com/watch?v=cxWGNq70V2Q,whisper
B,55.0,AIVIA: The Future of Roads | Cintra at AIPCon,2023-09-25,3425,有,,https://www.youtube.com/watch?v=Nce07FQOXn0,whisper
B,52.0,"Nicole O’Sullivan: “I got thrown into my first 4 week pilot, it was intense, scary, and so much fun”",2024-08-28,2476,有,,https://www.youtube.com/watch?v=8ADbHpEwUnM,whisper
B,55.0,Building Lifesaving Supply Chains | Palantir and Concordance Healthcare Solutions,2022-10-10,7643,有,,https://www.youtube.com/watch?v=o_UPXj5SRkw,whisper
B,58.0,Chad Interviews Anirudh | How Palantir Powers Retail Operations,2025-02-07,5586,有,,https://www.youtube.com/watch?v=hPiDyTDT080,whisper
B,58.0,Grid 360: Powering Utilities with Palantir,2025-03-14,11920,有,,https://www.youtube.com/watch?v=xRM9kfaHM7c,whisper
B,55.0,"Managing the Future of Mobility | Panel with BMW, Mercedes-Benz AG, CARIAD, and trans-o-flex",2022-12-12,4877,有,,https://www.youtube.com/watch?v=Uw_Z2l3Z_CA,whisper
B,37.0,Powering Pandemic Response in Colombia,2020-10-27,9402,无,其他,https://www.youtube.com/watch?v=n5hqA24bzTw,youtube
B,37.0,Palantir CEO Alex Karp on Expanding Our Business Amidst Uncertainty,2022-05-23,9595,无,其他,https://www.youtube.com/watch?v=EaR6hv3PIi0,youtube
B,37.0,Tampa General Hospital and Palantir | Operational AI in a Connected Health System,2023-08-01,6401,无,其他,https://www.youtube.com/watch?v=73R1k-nLiRg,youtube
B,52.0,Clarios | Prix 2024,2024-12-09,1024,有,,https://www.youtube.com/watch?v=EL1DZzN0xUg,whisper
A,76.0,Revolutionizing Customer Experience with Fleet OS | Hertz at AIPCon 7,2025-06-10,4580,有,,https://www.youtube.com/watch?v=RRmIxjErmCI,youtube
B,55.0,"Palantir's Evolution, Creating Battle-Tested Software | COO Shyam Sankar",2022-10-31,4504,有,,https://www.youtube.com/watch?v=v9aU65kowVI,whisper
B,61.0,Palantir | Secure Collaboration,2023-01-26,132479,有,,https://www.youtube.com/watch?v=5xcr0Bq4p-w,whisper
B,66.0,HD Hyundai | Powered by Palantir | Full Video,2025-02-26,46494,有,,https://www.youtube.com/watch?v=ydUdlXftKXI,whisper
A,74.0,HD Hyundai | Powered by Palantir,2025-01-30,65116,有,,https://www.youtube.com/watch?v=NWRiiAs3fn4,whisper
B,66.0,Palantir CEO Alex Karp and Head of Commercial Ted Mabrey Discuss The Technological Republic,2025-01-17,47910,有,,https://www.youtube.com/watch?v=eTOn3-aDIIA,whisper
A,70.0,Finding the Why with Palantir | Associated Materials at AIPCon 5,2024-09-24,6004,有,,https://www.youtube.com/watch?v=8yN-oigA-nc,whisper
A,76.0,Accelerating Clinical Trial Timelines while Protecting Patient Safety | Parexel at AIPCon 6,2025-03-18,1873,有,,https://www.youtube.com/watch?v=o2Zah7NPGI4,whisper
B,61.0,Palantir CEO Alex Karp on Software & Society,2021-02-19,128466,有,,https://www.youtube.com/watch?v=PzM0LzybwG4,youtube
B,45.0,"Meet the Palantirians: CEO Alex Karp in Conversation with Ben Bernstein, Forward-Deployed Engineer",2023-01-10,27547,有,,https://www.youtube.com/watch?v=SwSz-Na_fGU,whisper
B,37.0,Powering Predictive Operations | Jacobs + Palantir,2022-10-31,8601,无,其他,https://www.youtube.com/watch?v=BpZ6QF3-s-U,youtube
A,76.0,Alex Karp Opening Remarks | Paragon 2025,2025-12-05,17642,有,,https://www.youtube.com/watch?v=HWiEk_7Pulc,youtube
B,60.0,Dr. Karp Interviews Palantir University Fellows,2024-11-08,46070,有,,https://www.youtube.com/watch?v=qt26zeTPTPY,whisper
B,58.0,The Future of AI and Work,2026-01-29,12269,有,,https://www.youtube.com/watch?v=8qXIoUxisxk,youtube
B,58.0,Palantir and Hadean | UK Stories,2026-02-09,6668,有,,https://www.youtube.com/watch?v=kA-RPdosEm0,youtube
A,76.0,Empowering Merchants with Checkout 2.0 | Bolt at AIPCon 7,2025-06-10,2710,有,,https://www.youtube.com/watch?v=56VjLadULvA,youtube
A,79.0,Introducing Palantir AIP | Capabilities and Product Demo,2023-04-23,139267,有,,https://www.youtube.com/watch?v=Xt_RLNx1eBM,whisper
B,46.0,Palantir CEO Alex Karp on Delivering Value while Preserving Democracy | American Swiss Foundation,2022-09-09,3738,有,,https://www.youtube.com/watch?v=Ktu4ZKPLa1E,whisper
B,64.0,Unlocking the Future of Underwriting | Sompo at AIPCon 4,2024-06-12,3258,有,,https://www.youtube.com/watch?v=55kSbkkeHjc,whisper
B,55.0,Powering Clean Energy with Palantir,2021-07-16,19076,有,,https://www.youtube.com/watch?v=7u0Ec2eGZV0,youtube
B,63.0,From Insight to Action with the Ontology | Palantir CEO Alex Karp and Eran Witkon,2022-12-16,28273,有,,https://www.youtube.com/watch?v=KngJ_6X2zWY,whisper
B,58.0,Chad Interviews Zoë | Palantir for Builders,2025-04-18,3633,有,,https://www.youtube.com/watch?v=QxZOHsp2mhU,whisper
A,76.0,Chad & Matt | Lightweight Data Transforms with Palantir AIP,2025-08-25,5943,有,,https://www.youtube.com/watch?v=MITSJDI08R4,youtube
B,55.0,Palantir and Jacobs Present: Digital OneWater Powered by AI,2023-09-29,5891,有,,https://www.youtube.com/watch?v=_wVkzwNFBdk,whisper
B,37.0,A Digital Twin for a Trillion Dollar Industry | JD Power + Palantir,2023-02-07,9030,无,其他,https://www.youtube.com/watch?v=PofFuDMALfo,youtube
